filename	barcode(s)
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_G08_734684.hg19.seg.txt	TCGA-AO-A128-01A-11D-A10L-01
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_G08_734684.nocnv_hg18.seg.txt	TCGA-AO-A128-01A-11D-A10L-01
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_G08_734684.nocnv_hg19.seg.txt	TCGA-AO-A128-01A-11D-A10L-01
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_G10_734632.hg18.seg.txt	TCGA-B6-A0X7-01A-11D-A10L-01
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_G10_734632.hg19.seg.txt	TCGA-B6-A0X7-01A-11D-A10L-01
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_G10_734632.nocnv_hg18.seg.txt	TCGA-B6-A0X7-01A-11D-A10L-01
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_G10_734632.nocnv_hg19.seg.txt	TCGA-B6-A0X7-01A-11D-A10L-01
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_H01_734804.hg18.seg.txt	TCGA-AN-A0XL-01A-11D-A10L-01
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_H01_734804.hg19.seg.txt	TCGA-AN-A0XL-01A-11D-A10L-01
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_H01_734804.nocnv_hg18.seg.txt	TCGA-AN-A0XL-01A-11D-A10L-01
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_H01_734804.nocnv_hg19.seg.txt	TCGA-AN-A0XL-01A-11D-A10L-01
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_H04_734714.hg18.seg.txt	TCGA-E2-A10C-01A-21D-A10L-01
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_H04_734714.hg19.seg.txt	TCGA-E2-A10C-01A-21D-A10L-01
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_H04_734714.nocnv_hg18.seg.txt	TCGA-E2-A10C-01A-21D-A10L-01
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_H04_734714.nocnv_hg19.seg.txt	TCGA-E2-A10C-01A-21D-A10L-01
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_H07_734698.hg18.seg.txt	TCGA-E2-A105-01A-11D-A10L-01
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_H07_734698.hg19.seg.txt	TCGA-E2-A105-01A-11D-A10L-01
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_H07_734698.nocnv_hg18.seg.txt	TCGA-E2-A105-01A-11D-A10L-01
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_H07_734698.nocnv_hg19.seg.txt	TCGA-E2-A105-01A-11D-A10L-01
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_H10_734678.hg18.seg.txt	TCGA-AO-A125-01A-11D-A10L-01
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_H10_734678.hg19.seg.txt	TCGA-AO-A125-01A-11D-A10L-01
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_H10_734678.nocnv_hg18.seg.txt	TCGA-AO-A125-01A-11D-A10L-01
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_H10_734678.nocnv_hg19.seg.txt	TCGA-AO-A125-01A-11D-A10L-01
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_H11_734802.hg18.seg.txt	TCGA-E2-A108-01A-13D-A10L-01
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_H11_734802.hg19.seg.txt	TCGA-E2-A108-01A-13D-A10L-01
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_H11_734802.nocnv_hg18.seg.txt	TCGA-E2-A108-01A-13D-A10L-01
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_H11_734802.nocnv_hg19.seg.txt	TCGA-E2-A108-01A-13D-A10L-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_B04_755920.hg18.seg.txt	TCGA-C8-A1HI-01A-11D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_B04_755920.hg19.seg.txt	TCGA-C8-A1HI-01A-11D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_B04_755920.nocnv_hg18.seg.txt	TCGA-C8-A1HI-01A-11D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_B04_755920.nocnv_hg19.seg.txt	TCGA-C8-A1HI-01A-11D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_B05_755900.hg18.seg.txt	TCGA-BH-A1F0-01A-11D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_B05_755900.hg19.seg.txt	TCGA-BH-A1F0-01A-11D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_B05_755900.nocnv_hg18.seg.txt	TCGA-BH-A1F0-01A-11D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_B05_755900.nocnv_hg19.seg.txt	TCGA-BH-A1F0-01A-11D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_B07_755872.hg18.seg.txt	TCGA-C8-A1HM-01A-12D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_B07_755872.hg19.seg.txt	TCGA-C8-A1HM-01A-12D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_B07_755872.nocnv_hg18.seg.txt	TCGA-C8-A1HM-01A-12D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_B07_755872.nocnv_hg19.seg.txt	TCGA-C8-A1HM-01A-12D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_B08_755844.hg18.seg.txt	TCGA-BH-A1ES-01A-11D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_B08_755844.hg19.seg.txt	TCGA-BH-A1ES-01A-11D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_B08_755844.nocnv_hg18.seg.txt	TCGA-BH-A1ES-01A-11D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_B08_755844.nocnv_hg19.seg.txt	TCGA-BH-A1ES-01A-11D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_B09_755826.hg18.seg.txt	TCGA-C8-A1HL-01A-11D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_B09_755826.hg19.seg.txt	TCGA-C8-A1HL-01A-11D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_B09_755826.nocnv_hg18.seg.txt	TCGA-C8-A1HL-01A-11D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_B09_755826.nocnv_hg19.seg.txt	TCGA-C8-A1HL-01A-11D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_B10_755918.hg18.seg.txt	TCGA-E2-A15I-11A-32D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_B10_755918.hg19.seg.txt	TCGA-E2-A15I-11A-32D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_B10_755918.nocnv_hg18.seg.txt	TCGA-E2-A15I-11A-32D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_B10_755918.nocnv_hg19.seg.txt	TCGA-E2-A15I-11A-32D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_B11_755770.hg18.seg.txt	TCGA-C8-A1HG-01A-11D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_B11_755770.hg19.seg.txt	TCGA-C8-A1HG-01A-11D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_B11_755770.nocnv_hg18.seg.txt	TCGA-C8-A1HG-01A-11D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_B11_755770.nocnv_hg19.seg.txt	TCGA-C8-A1HG-01A-11D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_D02_755896.hg18.seg.txt	TCGA-BH-A1EV-01A-11D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_D02_755896.hg19.seg.txt	TCGA-BH-A1EV-01A-11D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_D02_755896.nocnv_hg18.seg.txt	TCGA-BH-A1EV-01A-11D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_D02_755896.nocnv_hg19.seg.txt	TCGA-BH-A1EV-01A-11D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_D03_755830.hg18.seg.txt	TCGA-AR-A1AR-01A-31D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_D03_755830.hg19.seg.txt	TCGA-AR-A1AR-01A-31D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_D03_755830.nocnv_hg18.seg.txt	TCGA-AR-A1AR-01A-31D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_D03_755830.nocnv_hg19.seg.txt	TCGA-AR-A1AR-01A-31D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_D04_755936.hg18.seg.txt	TCGA-BH-A1EW-11B-33D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_D04_755936.hg19.seg.txt	TCGA-BH-A1EW-11B-33D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_D04_755936.nocnv_hg18.seg.txt	TCGA-BH-A1EW-11B-33D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_D04_755936.nocnv_hg19.seg.txt	TCGA-BH-A1EW-11B-33D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_D06_755948.hg18.seg.txt	TCGA-BH-A1EO-01A-11D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_D06_755948.hg19.seg.txt	TCGA-BH-A1EO-01A-11D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_D06_755948.nocnv_hg18.seg.txt	TCGA-BH-A1EO-01A-11D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_D06_755948.nocnv_hg19.seg.txt	TCGA-BH-A1EO-01A-11D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_D07_755944.hg18.seg.txt	TCGA-BH-A1EO-11A-31D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_D07_755944.hg19.seg.txt	TCGA-BH-A1EO-11A-31D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_D07_755944.nocnv_hg18.seg.txt	TCGA-BH-A1EO-11A-31D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_D07_755944.nocnv_hg19.seg.txt	TCGA-BH-A1EO-11A-31D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_D12_755790.hg18.seg.txt	TCGA-BH-A1EU-11A-23D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_D12_755790.hg19.seg.txt	TCGA-BH-A1EU-11A-23D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_D12_755790.nocnv_hg18.seg.txt	TCGA-BH-A1EU-11A-23D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_D12_755790.nocnv_hg19.seg.txt	TCGA-BH-A1EU-11A-23D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_G02_755812.hg18.seg.txt	TCGA-BH-A1EW-01A-11D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_G02_755812.hg19.seg.txt	TCGA-BH-A1EW-01A-11D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_G02_755812.nocnv_hg18.seg.txt	TCGA-BH-A1EW-01A-11D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_G02_755812.nocnv_hg19.seg.txt	TCGA-BH-A1EW-01A-11D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_G03_755814.hg18.seg.txt	TCGA-BH-A1F0-11B-23D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_G03_755814.hg19.seg.txt	TCGA-BH-A1F0-11B-23D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_G03_755814.nocnv_hg18.seg.txt	TCGA-BH-A1F0-11B-23D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_G03_755814.nocnv_hg19.seg.txt	TCGA-BH-A1F0-11B-23D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_G04_755938.hg18.seg.txt	TCGA-C8-A1HN-01A-11D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_G04_755938.hg19.seg.txt	TCGA-C8-A1HN-01A-11D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_G04_755938.nocnv_hg18.seg.txt	TCGA-C8-A1HN-01A-11D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_G04_755938.nocnv_hg19.seg.txt	TCGA-C8-A1HN-01A-11D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_G05_755836.hg18.seg.txt	TCGA-E2-A15I-01A-21D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_G05_755836.hg19.seg.txt	TCGA-E2-A15I-01A-21D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_G05_755836.nocnv_hg18.seg.txt	TCGA-E2-A15I-01A-21D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_G05_755836.nocnv_hg19.seg.txt	TCGA-E2-A15I-01A-21D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_G07_755864.hg18.seg.txt	TCGA-BH-A1ET-11B-23D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_G07_755864.hg19.seg.txt	TCGA-BH-A1ET-11B-23D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_G07_755864.nocnv_hg18.seg.txt	TCGA-BH-A1ET-11B-23D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_G07_755864.nocnv_hg19.seg.txt	TCGA-BH-A1ET-11B-23D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_H06_755850.hg18.seg.txt	TCGA-E2-A14N-01A-31D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_H06_755850.hg19.seg.txt	TCGA-E2-A14N-01A-31D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_H06_755850.nocnv_hg18.seg.txt	TCGA-E2-A14N-01A-31D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_H06_755850.nocnv_hg19.seg.txt	TCGA-E2-A14N-01A-31D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_H08_755886.hg18.seg.txt	TCGA-C8-A1HF-01A-11D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_H08_755886.hg19.seg.txt	TCGA-C8-A1HF-01A-11D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_H08_755886.nocnv_hg18.seg.txt	TCGA-C8-A1HF-01A-11D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_H08_755886.nocnv_hg19.seg.txt	TCGA-C8-A1HF-01A-11D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_H10_755888.hg18.seg.txt	TCGA-BH-A1ET-01A-11D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_H10_755888.hg19.seg.txt	TCGA-BH-A1ET-01A-11D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_H10_755888.nocnv_hg18.seg.txt	TCGA-BH-A1ET-01A-11D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_H10_755888.nocnv_hg19.seg.txt	TCGA-BH-A1ET-01A-11D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_H11_755804.hg18.seg.txt	TCGA-BH-A1EU-01A-11D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_H11_755804.hg19.seg.txt	TCGA-BH-A1EU-01A-11D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_H11_755804.nocnv_hg18.seg.txt	TCGA-BH-A1EU-01A-11D-A134-01
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_H11_755804.nocnv_hg19.seg.txt	TCGA-BH-A1EU-01A-11D-A134-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_A12_735376.hg18.seg.txt	TCGA-E2-A14R-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_A12_735376.hg19.seg.txt	TCGA-E2-A14R-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_A12_735376.nocnv_hg18.seg.txt	TCGA-E2-A14R-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_A12_735376.nocnv_hg19.seg.txt	TCGA-E2-A14R-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_B01_735350.hg18.seg.txt	TCGA-E2-A15P-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_B01_735350.hg19.seg.txt	TCGA-E2-A15P-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_B01_735350.nocnv_hg18.seg.txt	TCGA-E2-A15P-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_B01_735350.nocnv_hg19.seg.txt	TCGA-E2-A15P-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_B02_735256.hg18.seg.txt	TCGA-C8-A135-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_B02_735256.hg19.seg.txt	TCGA-C8-A135-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_B02_735256.nocnv_hg18.seg.txt	TCGA-C8-A135-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_B02_735256.nocnv_hg19.seg.txt	TCGA-C8-A135-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_B03_760348.hg18.seg.txt	TCGA-E2-A15T-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_B03_760348.hg19.seg.txt	TCGA-E2-A15T-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_B03_760348.nocnv_hg18.seg.txt	TCGA-E2-A15T-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_B03_760348.nocnv_hg19.seg.txt	TCGA-E2-A15T-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_C11_735316.hg18.seg.txt	TCGA-E2-A10A-01A-21D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_C11_735316.hg19.seg.txt	TCGA-E2-A10A-01A-21D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_C11_735316.nocnv_hg18.seg.txt	TCGA-E2-A10A-01A-21D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_C11_735316.nocnv_hg19.seg.txt	TCGA-E2-A10A-01A-21D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_C12_735214.hg18.seg.txt	TCGA-C8-A12X-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_C12_735214.hg19.seg.txt	TCGA-C8-A12X-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_C12_735214.nocnv_hg18.seg.txt	TCGA-C8-A12X-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_C12_735214.nocnv_hg19.seg.txt	TCGA-C8-A12X-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_D01_735272.hg18.seg.txt	TCGA-D8-A146-01A-31D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_D01_735272.hg19.seg.txt	TCGA-D8-A146-01A-31D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_D01_735272.nocnv_hg18.seg.txt	TCGA-D8-A146-01A-31D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_D01_735272.nocnv_hg19.seg.txt	TCGA-D8-A146-01A-31D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_D02_735274.hg18.seg.txt	TCGA-E2-A159-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_D02_735274.hg19.seg.txt	TCGA-E2-A159-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_D02_735274.nocnv_hg18.seg.txt	TCGA-E2-A159-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_D02_735274.nocnv_hg19.seg.txt	TCGA-E2-A159-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_D03_760362.hg18.seg.txt	TCGA-C8-A12O-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_D03_760362.hg19.seg.txt	TCGA-C8-A12O-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_D03_760362.nocnv_hg18.seg.txt	TCGA-C8-A12O-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_D03_760362.nocnv_hg19.seg.txt	TCGA-C8-A12O-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_D04_760350.hg18.seg.txt	TCGA-E2-A15D-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_D04_760350.hg19.seg.txt	TCGA-E2-A15D-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_D04_760350.nocnv_hg18.seg.txt	TCGA-E2-A15D-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_D04_760350.nocnv_hg19.seg.txt	TCGA-E2-A15D-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_D05_735198.hg18.seg.txt	TCGA-D8-A13Z-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_D05_735198.hg19.seg.txt	TCGA-D8-A13Z-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_D05_735198.nocnv_hg18.seg.txt	TCGA-D8-A13Z-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_D05_735198.nocnv_hg19.seg.txt	TCGA-D8-A13Z-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_D06_735366.hg18.seg.txt	TCGA-E2-A14O-01A-31D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_D06_735366.hg19.seg.txt	TCGA-E2-A14O-01A-31D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_D06_735366.nocnv_hg18.seg.txt	TCGA-E2-A14O-01A-31D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_D06_735366.nocnv_hg19.seg.txt	TCGA-E2-A14O-01A-31D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_D07_735348.hg18.seg.txt	TCGA-C8-A12Q-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_D07_735348.hg19.seg.txt	TCGA-C8-A12Q-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_D07_735348.nocnv_hg18.seg.txt	TCGA-C8-A12Q-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_D07_735348.nocnv_hg19.seg.txt	TCGA-C8-A12Q-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_D08_760366.hg18.seg.txt	TCGA-D8-A140-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_D08_760366.hg19.seg.txt	TCGA-D8-A140-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_D08_760366.nocnv_hg18.seg.txt	TCGA-D8-A140-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_D08_760366.nocnv_hg19.seg.txt	TCGA-D8-A140-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_D09_735346.hg18.seg.txt	TCGA-D8-A141-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_D09_735346.hg19.seg.txt	TCGA-D8-A141-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_D09_735346.nocnv_hg18.seg.txt	TCGA-D8-A141-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_D09_735346.nocnv_hg19.seg.txt	TCGA-D8-A141-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_D10_760354.hg18.seg.txt	TCGA-E2-A14T-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_D10_760354.hg19.seg.txt	TCGA-E2-A14T-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_D10_760354.nocnv_hg18.seg.txt	TCGA-E2-A14T-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_D10_760354.nocnv_hg19.seg.txt	TCGA-E2-A14T-01A-11D-A111-01
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_D11_735264.hg18.seg.txt	TCGA-BH-A0W7-01A-11D-A111-01
